GeneID	GeneSymbol	Alias	Links	Cytoband	FullName	GeneType
10810	WASF3	Brush-1|SCAR3|WAVE3	MIM:605068|HGNC:HGNC:12734|Ensembl:ENSG00000132970|Vega:OTTHUMG00000016621	13q12.13	WAS protein family member 3	protein-coding
1080	CFTR	ABC35|ABCC7|CF|CFTR/MRP|MRP7|TNR-CFTR|dJ760C5.1	MIM:602421|HGNC:HGNC:1884|Ensembl:ENSG00000001626|Vega:OTTHUMG00000023076	7q31.2	cystic fibrosis transmembrane conductance regulator	protein-coding
10657	KHDRBS1	Sam68|p62|p68	MIM:602489|HGNC:HGNC:18116|Ensembl:ENSG00000121774|Vega:OTTHUMG00000003921	1p35.2	KH RNA binding domain containing, signal transduction associated 1	protein-coding
10626	TRIM16	EBBP	MIM:609505|HGNC:HGNC:17241|Ensembl:ENSG00000221926|Vega:OTTHUMG00000059067	17p12	tripartite motif containing 16	protein-coding
1051	CEBPB	C/EBP-beta|IL6DBP|NF-IL6|TCF5	MIM:189965|HGNC:HGNC:1834|Ensembl:ENSG00000172216|Vega:OTTHUMG00000032715	20q13.13	CCAAT/enhancer binding protein beta	protein-coding
1050	CEBPA	C/EBP-alpha|CEBP	MIM:116897|HGNC:HGNC:1833|Ensembl:ENSG00000245848|Vega:OTTHUMG00000161461	19q13.11	CCAAT/enhancer binding protein alpha	protein-coding
10481	HOXB13	PSGD	MIM:604607|HGNC:HGNC:5112|Ensembl:ENSG00000159184|Vega:OTTHUMG00000159900	17q21.32	homeobox B13	protein-coding
10460	TACC3	ERIC-1|ERIC1	MIM:605303|HGNC:HGNC:11524|Ensembl:ENSG00000013810|Vega:OTTHUMG00000089535	4p16.3	transforming acidic coiled-coil containing protein 3	protein-coding
1045	CDX2	CDX-3|CDX2/AS|CDX3	MIM:600297|HGNC:HGNC:1806|Ensembl:ENSG00000165556|Vega:OTTHUMG00000016640	13q12.2	caudal type homeobox 2	protein-coding
10447	FAM3C	GS3786|ILEI	MIM:608618|HGNC:HGNC:18664|Ensembl:ENSG00000196937|Vega:OTTHUMG00000156979	7q31.31	family with sequence similarity 3 member C	protein-coding
1029	CDKN2A	ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16	MIM:600160|HGNC:HGNC:1787|Ensembl:ENSG00000147889|Vega:OTTHUMG00000019686	9p21.3	cyclin dependent kinase inhibitor 2A	protein-coding
1020	CDK5	LIS7|PSSALRE	MIM:123831|HGNC:HGNC:1774|Ensembl:ENSG00000164885|Vega:OTTHUMG00000158414	7q36.1	cyclin dependent kinase 5	protein-coding
101241892	NPTN-IT1	lncRNA-LET	MIM:615176|HGNC:HGNC:45091|Ensembl:ENSG00000281183	15q24.1	NPTN intronic transcript 1	ncRNA
100642175	SPRY4-IT1	SPRIGHTLY	HGNC:HGNC:42394|Ensembl:ENSG00000281881	5q31.3	SPRY4 intronic transcript 1	ncRNA
100303491	ZEB2-AS1	ZEB2-AS|ZEB2AS|ZEB2NAT	HGNC:HGNC:37149|Ensembl:ENSG00000238057	2q22.3	ZEB2 antisense RNA 1	ncRNA
100302242	MIR1236	MIRN1236|hsa-mir-1236	HGNC:HGNC:33925|Ensembl:ENSG00000284446|miRBase:MI0006326	6p21.33	microRNA 1236	ncRNA
100033819	MIR675	MIRN675|hsa-mir-675	MIM:615509|HGNC:HGNC:33351|Ensembl:ENSG00000284010|miRBase:MI0005416	11p15.5	microRNA 675	ncRNA
9965	FGF19	-	MIM:603891|HGNC:HGNC:3675|Ensembl:ENSG00000162344|Vega:OTTHUMG00000167886	11q13.3	fibroblast growth factor 19	protein-coding
9939	RBM8A	BOV-1A|BOV-1B|BOV-1C|C1DELq21.1|DEL1q21.1|MDS014|RBM8|RBM8B|TAR|Y14|ZNRP|ZRNP1	MIM:605313|HGNC:HGNC:9905|Ensembl:ENSG00000265241|Vega:OTTHUMG00000013736	1q21.1	RNA binding motif protein 8A	protein-coding
9902	MRC2	CD280|CLEC13E|ENDO180|UPARAP	MIM:612264|HGNC:HGNC:16875|Ensembl:ENSG00000011028|Vega:OTTHUMG00000179178	17q23.2	mannose receptor C type 2	protein-coding
9846	GAB2	-	MIM:606203|HGNC:HGNC:14458|Ensembl:ENSG00000033327|Vega:OTTHUMG00000166673	11q14.1	GRB2 associated binding protein 2	protein-coding
977	CD151	GP27|MER2|PETA-3|RAPH|SFA1|TSPAN24	MIM:602243|HGNC:HGNC:1630|Ensembl:ENSG00000177697|Vega:OTTHUMG00000133311	11p15.5	CD151 molecule (Raph blood group)	protein-coding
9734	HDAC9	HD7|HD7b|HD9|HDAC|HDAC7|HDAC7B|HDAC9B|HDAC9FL|HDRP|MITR	MIM:606543|HGNC:HGNC:14065|Ensembl:ENSG00000048052|Vega:OTTHUMG00000152487	7p21.1	histone deacetylase 9	protein-coding
9723	SEMA3E	M-SEMAH|M-SemaK|SEMAH|coll-5	MIM:608166|HGNC:HGNC:10727|Ensembl:ENSG00000170381|Vega:OTTHUMG00000154693	7q21.11	semaphorin 3E	protein-coding
9686	VGLL4	VGL-4	HGNC:HGNC:28966|Ensembl:ENSG00000144560|Vega:OTTHUMG00000129739	3p25.3-p25.2	vestigial like family member 4	protein-coding
967	CD63	LAMP-3|ME491|MLA1|OMA81H|TSPAN30	MIM:155740|HGNC:HGNC:1692|Ensembl:ENSG00000135404|Vega:OTTHUMG00000170454	12q13.2	CD63 molecule	protein-coding
9645	MICAL2	MICAL-2|MICAL2PV1|MICAL2PV2	MIM:608881|HGNC:HGNC:24693|Ensembl:ENSG00000133816|Vega:OTTHUMG00000165744	11p15.3	microtubule associated monooxygenase, calponin and LIM domain containing 2	protein-coding
9636	ISG15	G1P2|IFI15|IMD38|IP17|UCRP|hUCRP	MIM:147571|HGNC:HGNC:4053|Ensembl:ENSG00000187608|Vega:OTTHUMG00000040777	1p36.33	ISG15 ubiquitin-like modifier	protein-coding
9600	PITPNM1	DRES9|NIR2|PITPNM|RDGB|RDGB1|RDGBA|RDGBA1|Rd9	MIM:608794|HGNC:HGNC:9003|Ensembl:ENSG00000110697|Vega:OTTHUMG00000167675	11q13.2	phosphatidylinositol transfer protein membrane associated 1	protein-coding
9547	CXCL14	BMAC|BRAK|KEC|KS1|MIP-2g|MIP2G|NJAC|SCYB14	MIM:604186|HGNC:HGNC:10640|Ensembl:ENSG00000145824|Vega:OTTHUMG00000129139	5q31.1	C-X-C motif chemokine ligand 14	protein-coding
9480	ONECUT2	OC-2|OC2	MIM:604894|HGNC:HGNC:8139|Ensembl:ENSG00000119547|Vega:OTTHUMG00000159776	18q21.31	one cut homeobox 2	protein-coding
9475	ROCK2	ROCK-II	MIM:604002|HGNC:HGNC:10252|Ensembl:ENSG00000134318|Vega:OTTHUMG00000149916	2p25.1	Rho associated coiled-coil containing protein kinase 2	protein-coding
9462	RASAL2	NGAP	MIM:606136|HGNC:HGNC:9874|Ensembl:ENSG00000075391|Vega:OTTHUMG00000035022	1q25.2	RAS protein activator like 2	protein-coding
9451	EIF2AK3	PEK|PERK|WRS	MIM:604032|HGNC:HGNC:3255|Ensembl:ENSG00000172071|Vega:OTTHUMG00000155046	2p11.2	eukaryotic translation initiation factor 2 alpha kinase 3	protein-coding
9448	MAP4K4	FLH21957|HEL-S-31|HGK|MEKKK4|NIK	MIM:604666|HGNC:HGNC:6866|Ensembl:ENSG00000071054|Vega:OTTHUMG00000155394	2q11.2	mitogen-activated protein kinase kinase kinase kinase 4	protein-coding
9444	QKI	Hqk|QK|QK1|QK3|hqkI	MIM:609590|HGNC:HGNC:21100|Ensembl:ENSG00000112531|Vega:OTTHUMG00000015977	6q26	QKI, KH domain containing RNA binding	protein-coding
9421	HAND1	Hxt|Thing1|bHLHa27|eHand	MIM:602406|HGNC:HGNC:4807|Ensembl:ENSG00000113196|Vega:OTTHUMG00000130193	5q33.2	heart and neural crest derivatives expressed 1	protein-coding
9420	CYP7B1	CBAS3|CP7B|SPG5A	MIM:603711|HGNC:HGNC:2652|Ensembl:ENSG00000172817|Vega:OTTHUMG00000164387	8q12.3	cytochrome P450 family 7 subfamily B member 1	protein-coding
94025	MUC16	CA125	MIM:606154|HGNC:HGNC:15582|Ensembl:ENSG00000181143|Vega:OTTHUMG00000169191	19p13.2	mucin 16, cell surface associated	protein-coding
93986	FOXP2	CAGH44|SPCH1|TNRC10	MIM:605317|HGNC:HGNC:13875|Ensembl:ENSG00000128573|Vega:OTTHUMG00000023131	7q31.1	forkhead box P2	protein-coding
9372	ZFYVE9	MADHIP|NSP|PPP1R173|SARA|SMADIP	MIM:603755|HGNC:HGNC:6775|Ensembl:ENSG00000157077|Vega:OTTHUMG00000008061	1p32.3	zinc finger FYVE-type containing 9	protein-coding
9368	SLC9A3R1	EBP50|NHERF|NHERF-1|NHERF1|NPHLOP2	MIM:604990|HGNC:HGNC:11075|Ensembl:ENSG00000109062|Vega:OTTHUMG00000178863	17q25.1	SLC9A3 regulator 1	protein-coding
9365	KL	-	MIM:604824|HGNC:HGNC:6344|Ensembl:ENSG00000133116|Vega:OTTHUMG00000017408	13q13.1	klotho	protein-coding
9355	LHX2	LH2|hLhx2	MIM:603759|HGNC:HGNC:6594|Ensembl:ENSG00000106689|Vega:OTTHUMG00000020647	9q33.3	LIM homeobox 2	protein-coding
93185	IGSF8	CD316|CD81P3|EWI-2|EWI2|KCT-4|LIR-D1|PGRL	MIM:606644|HGNC:HGNC:17813|Ensembl:ENSG00000162729|Vega:OTTHUMG00000024075	1q23.2	immunoglobulin superfamily member 8	protein-coding
9315	NREP	C5orf13|D4S114|P311|PRO1873|PTZ17|SEZ17	MIM:607332|HGNC:HGNC:16834|Ensembl:ENSG00000134986|Vega:OTTHUMG00000128795	5q22.1	neuronal regeneration related protein	protein-coding
929	CD14	-	MIM:158120|HGNC:HGNC:1628|Ensembl:ENSG00000170458|Vega:OTTHUMG00000129507	5q31.3	CD14 molecule	protein-coding
9241	NOG	SYM1|SYNS1|SYNS1A	MIM:602991|HGNC:HGNC:7866|Ensembl:ENSG00000183691|Vega:OTTHUMG00000151770	17q22	noggin	protein-coding
9208	LRRFIP1	FLAP-1|FLAP1|FLIIAP1|GCF-2|GCF2|HUFI-1|TRIP	MIM:603256|HGNC:HGNC:6702|Ensembl:ENSG00000124831|Vega:OTTHUMG00000133339	2q37.3	LRR binding FLII interacting protein 1	protein-coding
91862	MARVELD3	MARVD3|MRVLDC3	MIM:614094|HGNC:HGNC:30525|Ensembl:ENSG00000140832|Vega:OTTHUMG00000137591	16q22.2	MARVEL domain containing 3	protein-coding
9181	ARHGEF2	GEF|GEF-H1|GEFH1|LFP40|NEDMHM|P40	MIM:607560|HGNC:HGNC:682|Ensembl:ENSG00000116584|Vega:OTTHUMG00000017464	1q22	Rho/Rac guanine nucleotide exchange factor 2	protein-coding
9126	SMC3	BAM|BMH|CDLS3|CSPG6|HCAP|SMC3L1	MIM:606062|HGNC:HGNC:2468|Ensembl:ENSG00000108055|Vega:OTTHUMG00000019042	10q25.2	structural maintenance of chromosomes 3	protein-coding
9113	LATS1	WARTS|wts	MIM:603473|HGNC:HGNC:6514|Ensembl:ENSG00000131023|Vega:OTTHUMG00000016437	6q25.1	large tumor suppressor kinase 1	protein-coding
9111	NMI	-	MIM:603525|HGNC:HGNC:7854|Ensembl:ENSG00000123609|Vega:OTTHUMG00000131867	2q23.3	N-myc and STAT interactor	protein-coding
90586	AOC4P	AOC4|UPAT	HGNC:HGNC:48869|Ensembl:ENSG00000260105	17q21.31	amine oxidase, copper containing 4, pseudogene	pseudo
9051	PSTPIP1	CD2BP1|CD2BP1L|CD2BP1S|H-PIP|PAPAS|PSTPIP	MIM:606347|HGNC:HGNC:9580|Ensembl:ENSG00000140368|Vega:OTTHUMG00000172594	15q24.3	proline-serine-threonine phosphatase interacting protein 1	protein-coding
9021	SOCS3	ATOD4|CIS3|Cish3|SOCS-3|SSI-3|SSI3	MIM:604176|HGNC:HGNC:19391|Ensembl:ENSG00000184557|Vega:OTTHUMG00000177513	17q25.3	suppressor of cytokine signaling 3	protein-coding
90161	HS6ST2	-	MIM:300545|HGNC:HGNC:19133|Ensembl:ENSG00000171004|Vega:OTTHUMG00000022430	Xq26.2	heparan sulfate 6-O-sulfotransferase 2	protein-coding
901	CCNG2	-	MIM:603203|HGNC:HGNC:1593|Ensembl:ENSG00000138764|Vega:OTTHUMG00000130100	4q21.1	cyclin G2	protein-coding
8999	CDKL2	KKIAMRE|P56	MIM:603442|HGNC:HGNC:1782|Ensembl:ENSG00000138769|Vega:OTTHUMG00000130103	4q21.1	cyclin dependent kinase like 2	protein-coding
8945	BTRC	BETA-TRCP|FBW1A|FBXW1|FBXW1A|FWD1|bTrCP|bTrCP1|betaTrCP	MIM:603482|HGNC:HGNC:1144|Ensembl:ENSG00000166167|Vega:OTTHUMG00000018932	10q24.32	beta-transducin repeat containing E3 ubiquitin protein ligase	protein-coding
894	CCND2	KIAK0002|MPPH3	MIM:123833|HGNC:HGNC:1583|Ensembl:ENSG00000118971|Vega:OTTHUMG00000168123	12p13.32	cyclin D2	protein-coding
8914	TIMELESS	TIM|TIM1|hTIM	MIM:603887|HGNC:HGNC:11813|Ensembl:ENSG00000111602|Vega:OTTHUMG00000170600	12q13.3	timeless circadian clock	protein-coding
8856	NR1I2	BXR|ONR1|PAR|PAR1|PAR2|PARq|PRR|PXR|SAR|SXR	MIM:603065|HGNC:HGNC:7968|Ensembl:ENSG00000144852|Vega:OTTHUMG00000159400	3q13.33	nuclear receptor subfamily 1 group I member 2	protein-coding
8850	KAT2B	CAF|P/CAF|PCAF	MIM:602303|HGNC:HGNC:8638|Ensembl:ENSG00000114166|Vega:OTTHUMG00000130481	3p24.3	lysine acetyltransferase 2B	protein-coding
8821	INPP4B	-	MIM:607494|HGNC:HGNC:6075|Ensembl:ENSG00000109452|Vega:OTTHUMG00000161341	4q31.21	inositol polyphosphate-4-phosphatase type II B	protein-coding
8796	SCEL	-	MIM:604112|HGNC:HGNC:10573|Ensembl:ENSG00000136155|Vega:OTTHUMG00000017107	13q22.3	sciellin	protein-coding
8792	TNFRSF11A	CD265|FEO|LOH18CR1|ODFR|OFE|OPTB7|OSTS|PDB2|RANK|TRANCER	MIM:603499|HGNC:HGNC:11908|Ensembl:ENSG00000141655|Vega:OTTHUMG00000132779	18q21.33	TNF receptor superfamily member 11a	protein-coding
8743	TNFSF10	APO2L|Apo-2L|CD253|TL2|TNLG6A|TRAIL	MIM:603598|HGNC:HGNC:11925|Ensembl:ENSG00000121858|Vega:OTTHUMG00000156917	3q26.31	TNF superfamily member 10	protein-coding
8742	TNFSF12	APO3L|DR3LG|TNLG4A|TWEAK	MIM:602695|HGNC:HGNC:11927|Ensembl:ENSG00000239697|Vega:OTTHUMG00000108148	17p13.1	TNF superfamily member 12	protein-coding
873	CBR1	CBR|SDR21C1|hCBR1	MIM:114830|HGNC:HGNC:1548|Ensembl:ENSG00000159228|Vega:OTTHUMG00000086618	21q22.12	carbonyl reductase 1	protein-coding
8726	EED	COGIS|HEED|WAIT1	MIM:605984|HGNC:HGNC:3188|Ensembl:ENSG00000074266|Vega:OTTHUMG00000167209	11q14.2	embryonic ectoderm development	protein-coding
8714	ABCC3	ABC31|EST90757|MLP2|MOAT-D|MRP3|cMOAT2	MIM:604323|HGNC:HGNC:54|Ensembl:ENSG00000108846|Vega:OTTHUMG00000162245	17q21.33	ATP binding cassette subfamily C member 3	protein-coding
868	CBLB	Cbl-b|Nbla00127|RNF56	MIM:604491|HGNC:HGNC:1542|Ensembl:ENSG00000114423|Vega:OTTHUMG00000150654	3q13.11	Cbl proto-oncogene B	protein-coding
8668	EIF3I	EIF3S2|PRO2242|TRIP-1|TRIP1|eIF3-beta|eIF3-p36	MIM:603911|HGNC:HGNC:3272|Ensembl:ENSG00000084623|Vega:OTTHUMG00000007364	1p35.2	eukaryotic translation initiation factor 3 subunit I	protein-coding
8660	IRS2	IRS-2	MIM:600797|HGNC:HGNC:6126|Ensembl:ENSG00000185950|Vega:OTTHUMG00000017338	13q34	insulin receptor substrate 2	protein-coding
85477	SCIN	-	MIM:613416|HGNC:HGNC:21695|Ensembl:ENSG00000006747|Vega:OTTHUMG00000152385	7p21.3	scinderin	protein-coding
8517	IKBKG	AMCBX1|FIP-3|FIP3|Fip3p|IKK-gamma|IKKAP1|IKKG|IMD33|IP|IP1|IP2|IPD2|NEMO|ZC2HC9	MIM:300248|HGNC:HGNC:5961|Ensembl:ENSG00000269335|Vega:OTTHUMG00000024234	Xq28	inhibitor of nuclear factor kappa B kinase subunit gamma	protein-coding
8503	PIK3R3	p55|p55-GAMMA|p55PIK	MIM:606076|HGNC:HGNC:8981|Ensembl:ENSG00000117461|Ensembl:ENSG00000278139|Vega:OTTHUMG00000008096|Vega:OTTHUMG00000186753	1p34.1	phosphoinositide-3-kinase regulatory subunit 3	protein-coding
84962	AJUBA	JUB	MIM:609066|HGNC:HGNC:20250|Ensembl:ENSG00000129474|Vega:OTTHUMG00000028711	14q11.2	ajuba LIM protein	protein-coding
8493	PPM1D	IDDGIP|PP2C-DELTA|WIP1	MIM:605100|HGNC:HGNC:9277|Ensembl:ENSG00000170836|Vega:OTTHUMG00000180052	17q23.2	protein phosphatase, Mg2+/Mn2+ dependent 1D	protein-coding
8487	GEMIN2	SIP1|SIP1-delta	MIM:602595|HGNC:HGNC:10884|Ensembl:ENSG00000092208|Vega:OTTHUMG00000028816	14q21.1	gem nuclear organelle associated protein 2	protein-coding
84833	USMG5	DAPIT|HCVFTP2|bA792D24.4	MIM:615204|HGNC:HGNC:30889|Ensembl:ENSG00000173915|Vega:OTTHUMG00000018984	10q24.33	up-regulated during skeletal muscle growth 5 homolog (mouse)	protein-coding
8482	SEMA7A	CD108|CDw108|H-SEMA-K1|H-Sema-L|JMH|SEMAK1|SEMAL	MIM:607961|HGNC:HGNC:10741|Ensembl:ENSG00000138623|Vega:OTTHUMG00000139000	15q24.1	semaphorin 7A (John Milton Hagen blood group)	protein-coding
84695	LOXL3	LOXL	MIM:607163|HGNC:HGNC:13869|Ensembl:ENSG00000115318|Vega:OTTHUMG00000129953	2p13.1	lysyl oxidase like 3	protein-coding
84681	HINT2	HIT-17	MIM:609997|HGNC:HGNC:18344|Ensembl:ENSG00000137133|Vega:OTTHUMG00000019886	9p13.3	histidine triad nucleotide binding protein 2	protein-coding
84654	SPZ1	NYD-TSP1|PPP1R148	HGNC:HGNC:30721|Ensembl:ENSG00000164299|Vega:OTTHUMG00000162514	5q14.1	spermatogenic leucine zipper 1	protein-coding
8463	TEAD2	ETF|TEAD-2|TEF-4|TEF4	MIM:601729|HGNC:HGNC:11715|Ensembl:ENSG00000074219|Vega:OTTHUMG00000183174	19q13.33	TEA domain transcription factor 2	protein-coding
8456	FOXN1	FKHL20|RONU|WHN	MIM:600838|HGNC:HGNC:12765|Ensembl:ENSG00000109101|Vega:OTTHUMG00000132603	17q11.2	forkhead box N1	protein-coding
8452	CUL3	CUL-3|PHA2E	MIM:603136|HGNC:HGNC:2553|Ensembl:ENSG00000036257|Vega:OTTHUMG00000133167	2q36.2	cullin 3	protein-coding
84148	KAT8	MOF|MYST1|ZC2HC8|hMOF	MIM:609912|HGNC:HGNC:17933|Ensembl:ENSG00000103510|Vega:OTTHUMG00000132410	16p11.2	lysine acetyltransferase 8	protein-coding
8405	SPOP	BTBD32|TEF2	MIM:602650|HGNC:HGNC:11254|Ensembl:ENSG00000121067|Vega:OTTHUMG00000161496	17q21.33	speckle type BTB/POZ protein	protein-coding
83742	MARVELD1	GB14|MARVD1|MRVLDC1|bA548K23.8	MIM:616970|HGNC:HGNC:28674|Ensembl:ENSG00000155254|Vega:OTTHUMG00000018865	10q24.2	MARVEL domain containing 1	protein-coding
83737	ITCH	ADMFD|AIF4|AIP4|NAPP1	MIM:606409|HGNC:HGNC:13890|Ensembl:ENSG00000078747|Vega:OTTHUMG00000032300	20q11.22	itchy E3 ubiquitin protein ligase	protein-coding
83719	YPEL3	-	MIM:609724|HGNC:HGNC:18327|Ensembl:ENSG00000090238|Vega:OTTHUMG00000176853	16p11.2	yippee like 3	protein-coding
829	CAPZA1	CAPPA1|CAPZ|CAZ1	MIM:601580|HGNC:HGNC:1488|Ensembl:ENSG00000116489|Vega:OTTHUMG00000011769	1p13.2	capping actin protein of muscle Z-line alpha subunit 1	protein-coding
826	CAPNS1	CALPAIN4|CANP|CANPS|CAPN4|CDPS|CSS1	MIM:114170|HGNC:HGNC:1481|Ensembl:ENSG00000126247|Vega:OTTHUMG00000160811	19q13.12	calpain small subunit 1	protein-coding
8243	SMC1A	CDLS2|DXS423E|SB1.8|SMC1|SMC1L1|SMC1alpha|SMCB	MIM:300040|HGNC:HGNC:11111|Ensembl:ENSG00000072501|Vega:OTTHUMG00000021614	Xp11.22	structural maintenance of chromosomes 1A	protein-coding
8239	USP9X	DFFRX|FAF|FAM|MRX99|MRXS99F	MIM:300072|HGNC:HGNC:12632|Ensembl:ENSG00000124486|Vega:OTTHUMG00000021367	Xp11.4	ubiquitin specific peptidase 9, X-linked	protein-coding
81839	VANGL1	KITENIN|LPP2|STB2|STBM2	MIM:610132|HGNC:HGNC:15512|Ensembl:ENSG00000173218|Vega:OTTHUMG00000011971	1p13.1	VANGL planar cell polarity protein 1	protein-coding
81559	TRIM11	BIA1|RNF92	MIM:607868|HGNC:HGNC:16281|Ensembl:ENSG00000154370|Vega:OTTHUMG00000039773	1q42.13	tripartite motif containing 11	protein-coding
81029	WNT5B	-	MIM:606361|HGNC:HGNC:16265|Ensembl:ENSG00000111186|Vega:OTTHUMG00000090375	12p13.33	Wnt family member 5B	protein-coding
8100	IFT88	D13S1056E|DAF19|TG737|TTC10|hTg737	MIM:600595|HGNC:HGNC:20606|Ensembl:ENSG00000032742|Vega:OTTHUMG00000016517	13q12.11	intraflagellar transport 88	protein-coding
80854	SETD7	KMT7|SET7|SET7/9|SET9	MIM:606594|HGNC:HGNC:30412|Ensembl:ENSG00000145391|Vega:OTTHUMG00000133385	4q31.1	SET domain containing lysine methyltransferase 7	protein-coding
8073	PTP4A2	HH13|HH7-2|HU-PP-1|OV-1|PRL-2|PRL2|PTP4A|PTPCAAX2|ptp-IV1a|ptp-IV1b	MIM:601584|HGNC:HGNC:9635|Ensembl:ENSG00000184007|Vega:OTTHUMG00000003801	1p35.2	protein tyrosine phosphatase type IVA, member 2	protein-coding
80306	MED28	1500003D12Rik|EG1|magicin	MIM:610311|HGNC:HGNC:24628|Ensembl:ENSG00000118579|Vega:OTTHUMG00000161980	4p15.32	mediator complex subunit 28	protein-coding
80237	ELL3	-	MIM:609885|HGNC:HGNC:23113|Ensembl:ENSG00000128886|Vega:OTTHUMG00000059936	15q15.3	elongation factor for RNA polymerase II 3	protein-coding
80224	NUBPL	C14orf127|IND1|huInd1	MIM:613621|HGNC:HGNC:20278|Ensembl:ENSG00000151413|Vega:OTTHUMG00000170521	14q12	nucleotide binding protein like	protein-coding
80204	FBXO11	FBX11|PRMT9|UBR6|UG063H01|VIT1	MIM:607871|HGNC:HGNC:13590|Ensembl:ENSG00000138081|Vega:OTTHUMG00000129130	2p16.3	F-box protein 11	protein-coding
79778	MICALL2	JRAB|MICAL-L2	HGNC:HGNC:29672|Ensembl:ENSG00000164877|Vega:OTTHUMG00000119021	7p22.3	MICAL like 2	protein-coding
79727	LIN28A	CSDD1|LIN-28|LIN28|ZCCHC1|lin-28A	MIM:611043|HGNC:HGNC:15986|Ensembl:ENSG00000131914|Vega:OTTHUMG00000003550	1p36.11	lin-28 homolog A	protein-coding
79054	TRPM8	LTRPC6|TRPP8	MIM:606678|HGNC:HGNC:17961|Ensembl:ENSG00000144481|Vega:OTTHUMG00000059129	2q37.1	transient receptor potential cation channel subfamily M member 8	protein-coding
780	DDR1	CAK|CD167|DDR|EDDR1|HGK2|MCK10|NEP|NTRK4|PTK3|PTK3A|RTK6|TRKE	MIM:600408|HGNC:HGNC:2730|Ensembl:ENSG00000204580|Vega:OTTHUMG00000031236	6p21.33	discoidin domain receptor tyrosine kinase 1	protein-coding
7791	ZYX	ESP-2|HED-2	MIM:602002|HGNC:HGNC:13200|Ensembl:ENSG00000159840|Vega:OTTHUMG00000023822	7q34	zyxin	protein-coding
7764	ZNF217	ZABC1	MIM:602967|HGNC:HGNC:13009|Ensembl:ENSG00000171940|Vega:OTTHUMG00000032764	20q13.2	zinc finger protein 217	protein-coding
7703	PCGF2	MEL-18|RNF110|ZNF144	MIM:600346|HGNC:HGNC:12929|Ensembl:ENSG00000277258|Vega:OTTHUMG00000188501	17q12	polycomb group ring finger 2	protein-coding
7702	ZNF143	SBF|STAF|pHZ-1	MIM:603433|HGNC:HGNC:12928|Ensembl:ENSG00000166478|Vega:OTTHUMG00000149922	11p15.4	zinc finger protein 143	protein-coding
768219	MIR802	MIRN802|hsa-mir-802	MIM:616090|HGNC:HGNC:33140|Ensembl:ENSG00000211590|miRBase:MI0003906	21q22.12	microRNA 802	ncRNA
768216	MIR454	MIRN454|hsa-mir-454|mir-454	HGNC:HGNC:33137|Ensembl:ENSG00000211514|miRBase:MI0003820	17q22	microRNA 454	ncRNA
7593	MZF1	MZF-1|MZF1B|ZFP98|ZNF42|ZSCAN6	MIM:194550|HGNC:HGNC:13108|Ensembl:ENSG00000099326|Vega:OTTHUMG00000183550	19q13.43	myeloid zinc finger 1	protein-coding
7538	ZFP36	G0S24|GOS24|NUP475|RNF162A|TIS11|TTP|zfp-36	MIM:190700|HGNC:HGNC:12862|Ensembl:ENSG00000128016|Vega:OTTHUMG00000182970	19q13.2	ZFP36 ring finger protein	protein-coding
7481	WNT11	HWNT11	MIM:603699|HGNC:HGNC:12776|Ensembl:ENSG00000085741|Vega:OTTHUMG00000165264	11q13.5	Wnt family member 11	protein-coding
7475	WNT6	-	MIM:604663|HGNC:HGNC:12785|Ensembl:ENSG00000115596|Vega:OTTHUMG00000133082	2q35	Wnt family member 6	protein-coding
7448	VTN	V75|VN|VNT	MIM:193190|HGNC:HGNC:12724|Ensembl:ENSG00000109072|Vega:OTTHUMG00000132500	17q11.2	vitronectin	protein-coding
7447	VSNL1	HLP3|HPCAL3|HUVISL1|VILIP|VILIP-1	MIM:600817|HGNC:HGNC:12722|Ensembl:ENSG00000163032|Vega:OTTHUMG00000090645	2p24.2	visinin like 1	protein-coding
7428	VHL	HRCA1|RCA1|VHL1|pVHL	MIM:608537|HGNC:HGNC:12687|Ensembl:ENSG00000134086|Vega:OTTHUMG00000128668	3p25.3	von Hippel-Lindau tumor suppressor	protein-coding
7415	VCP	ALS14|CDC48|CMT2Y|HEL-220|HEL-S-70|IBMPFD|IBMPFD1|TERA|p97	MIM:601023|HGNC:HGNC:12666|Ensembl:ENSG00000165280|Vega:OTTHUMG00000019855	9p13.3	valosin containing protein	protein-coding
7351	UCP2	BMIQ4|SLC25A8|UCPH	MIM:601693|HGNC:HGNC:12518|Ensembl:ENSG00000175567|Vega:OTTHUMG00000168095	11q13.4	uncoupling protein 2	protein-coding
7347	UCHL3	UCH-L3	MIM:603090|HGNC:HGNC:12515|Ensembl:ENSG00000118939|Vega:OTTHUMG00000017090	13q22.2	ubiquitin C-terminal hydrolase L3	protein-coding
7301	TYRO3	BYK|Dtk|Etk-2|RSE|Rek|Sky|Tif	MIM:600341|HGNC:HGNC:12446|Ensembl:ENSG00000092445|Vega:OTTHUMG00000130341	15q15.1	TYRO3 protein tyrosine kinase	protein-coding
7298	TYMS	HST422|TMS|TS	MIM:188350|HGNC:HGNC:12441|Ensembl:ENSG00000176890|Vega:OTTHUMG00000131473	18p11.32	thymidylate synthetase	protein-coding
