gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B_cells	DC	EVT_1	EVT_2	Endo_F	Endo_L	Endo_M	GC	Granulocytes	HOFB	ILC3	M3	MO	NK	PV	Plasma	SCT	T_cells	VCT	VCT_CCC	VCT_fusing	VCT_p	dDC	dEpi_lumenal	dEpi_secretory	dM1	dM2	dNK1	dNK2	dNK3	dS1	dS2	dS3	dT_cells	dT_regs	eEVT	fF1	fF2	iEVT	uSMC
CXCL11	O14625	False	CXL11_HUMAN		CPI-SS0CC738ABC	0.018	0.359	0.0	0.003	0.031	0.01	0.031	0.0	0.0	0.009	0.0	0.275	0.449	0.018	0.014	0.015	0.0	0.003	0.001	0.0	0.001	0.001	0.267	0.0	0.005	0.789	0.073	0.004	0.003	0.005	0.018	0.014	0.006	0.005	0.032	0.0	0.002	0.001	0.004	0.002
VIP	P01282	False	VIP_HUMAN		CPI-SS0F9BBC31B	0.0	0.0	0.001	0.0	0.014	0.03	0.023	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
CXCL10	P02778	False	CXL10_HUMAN		CPI-SS0FDAB7BA8	0.172	1.469	0.001	0.004	0.172	0.051	0.123	0.0	0.072	0.127	0.063	6.089	5.368	0.09	0.146	0.023	0.004	0.051	0.007	0.008	0.005	0.008	1.591	0.088	0.057	4.787	0.615	0.029	0.033	0.033	0.187	0.232	0.124	0.053	0.09	0.0	0.019	0.008	0.018	0.027
GIP	P09681	False	GIP_HUMAN		CPI-SS018B35889	0.0	0.007	0.012	0.024	0.003	0.0	0.002	0.125	0.0	0.004	0.005	0.0	0.0	0.0	0.001	0.0	0.061	0.0	0.003	0.004	0.001	0.002	0.0	0.0	0.002	0.0	0.004	0.001	0.002	0.001	0.003	0.001	0.001	0.0	0.0	0.098	0.04	0.023	0.021	0.007
PYY	P10082	False	PYY_HUMAN		CPI-SS0FAE7ABEF	0.004	0.006	0.008	0.011	0.003	0.018	0.027	0.0	0.0	0.008	0.038	0.006	0.011	0.004	0.017	0.0	0.035	0.0	0.014	0.008	0.01	0.016	0.004	0.261	0.693	0.009	0.014	0.016	0.017	0.011	0.015	0.019	0.001	0.01	0.01	0.046	0.013	0.008	0.011	0.026
NPPB	P16860	False	ANFB_HUMAN		CPI-SS0652F5D15	0.0	0.0	0.003	0.001	0.004	0.002	0.001	0.0	0.0	0.006	0.003	0.005	0.003	0.0	0.047	0.0	0.007	0.0	0.017	1.064	0.02	0.011	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.007	0.001	0.0	0.0	0.0	0.0	0.091	0.034	0.002	0.001
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS0D377BBBF	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	1.653	0.0	0.0	0.0	0.002	0.001	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.002	0.002	0.0	0.003	0.001	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.002
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0CDAC688B	0.106	0.502	0.014	0.028	0.649	0.848	0.765	0.0	0.241	0.715	0.596	2.196	10.441	0.147	0.969	0.055	0.008	0.138	0.01	0.185	0.006	0.01	0.426	0.355	1.161	8.387	2.115	0.177	0.238	0.212	0.311	0.848	0.643	0.311	0.167	0.0	0.044	0.057	0.035	0.031
NGFR	P08138	False	TNR16_HUMAN		CPI-SS09F430F14	0.003	0.004	0.004	0.007	0.018	0.02	0.017	0.0	0.0	0.006	0.015	0.006	0.001	0.003	0.09	0.009	0.002	0.003	0.004	0.002	0.001	0.004	0.008	0.0	0.013	0.004	0.009	0.006	0.005	0.01	0.119	0.026	0.004	0.003	0.001	0.16	0.023	0.444	0.006	0.026
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0A93C11C8	0.003	0.004	0.004	0.007	0.018	0.02	0.017	0.0	0.0	0.006	0.015	0.006	0.001	0.003	0.09	0.009	0.002	0.003	0.004	0.002	0.001	0.004	0.008	0.0	0.013	0.004	0.009	0.006	0.005	0.01	0.119	0.026	0.004	0.003	0.001	0.16	0.023	0.444	0.006	0.026
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS01BCB9360	0.223	0.157	0.175	0.424	0.531	0.897	0.597	0.211	0.302	0.24	5.735	0.112	0.183	0.741	0.745	0.096	0.19	0.178	0.181	0.214	0.088	0.15	0.745	0.149	0.318	0.266	0.473	12.043	9.811	4.894	2.057	0.311	0.029	0.234	0.124	51.058	0.107	0.204	0.313	2.959
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0516CC70F	0.003	0.004	0.004	0.007	0.018	0.02	0.017	0.0	0.0	0.006	0.015	0.006	0.001	0.003	0.09	0.009	0.002	0.003	0.004	0.002	0.001	0.004	0.008	0.0	0.013	0.004	0.009	0.006	0.005	0.01	0.119	0.026	0.004	0.003	0.001	0.16	0.023	0.444	0.006	0.026
CD28	P10747	False	CD28_HUMAN		CPI-SS07327E587	0.02	0.063	0.005	0.02	0.04	0.02	0.03	0.155	0.0	0.846	0.086	0.097	0.075	0.117	0.018	0.099	0.016	0.276	0.013	0.006	0.011	0.009	0.071	0.053	0.018	0.305	0.612	0.028	0.025	0.032	0.039	0.014	0.002	0.325	0.738	0.016	0.013	0.017	0.014	0.032
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0320FFAFC	0.0	0.019	0.0	0.0	0.001	0.001	0.003	0.0	0.102	0.004	0.055	0.057	0.014	0.12	0.001	0.0	0.001	0.073	0.002	0.0	0.001	0.001	0.016	0.0	0.001	0.02	0.013	0.009	0.006	0.006	0.003	0.001	0.0	0.211	2.292	0.0	0.0	0.001	0.002	0.002
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0BA3A1C3A	0.003	0.004	0.004	0.007	0.018	0.02	0.017	0.0	0.0	0.006	0.015	0.006	0.001	0.003	0.09	0.009	0.002	0.003	0.004	0.002	0.001	0.004	0.008	0.0	0.013	0.004	0.009	0.006	0.005	0.01	0.119	0.026	0.004	0.003	0.001	0.16	0.023	0.444	0.006	0.026
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS0C23EF34B	0.223	0.157	0.175	0.424	0.531	0.897	0.597	0.211	0.302	0.24	5.735	0.112	0.183	0.741	0.745	0.096	0.19	0.178	0.181	0.214	0.088	0.15	0.745	0.149	0.318	0.266	0.473	12.043	9.811	4.894	2.057	0.311	0.029	0.234	0.124	51.058	0.107	0.204	0.313	2.959
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS09F0A91DD	0.223	0.157	0.175	0.424	0.531	0.897	0.597	0.211	0.302	0.24	5.735	0.112	0.183	0.741	0.745	0.096	0.19	0.178	0.181	0.214	0.088	0.15	0.745	0.149	0.318	0.266	0.473	12.043	9.811	4.894	2.057	0.311	0.029	0.234	0.124	51.058	0.107	0.204	0.313	2.959
CD28	P10747	False	CD28_HUMAN		CPI-SS077D7365D	0.02	0.063	0.005	0.02	0.04	0.02	0.03	0.155	0.0	0.846	0.086	0.097	0.075	0.117	0.018	0.099	0.016	0.276	0.013	0.006	0.011	0.009	0.071	0.053	0.018	0.305	0.612	0.028	0.025	0.032	0.039	0.014	0.002	0.325	0.738	0.016	0.013	0.017	0.014	0.032
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0B0E09B1C	0.0	0.019	0.0	0.0	0.001	0.001	0.003	0.0	0.102	0.004	0.055	0.057	0.014	0.12	0.001	0.0	0.001	0.073	0.002	0.0	0.001	0.001	0.016	0.0	0.001	0.02	0.013	0.009	0.006	0.006	0.003	0.001	0.0	0.211	2.292	0.0	0.0	0.001	0.002	0.002
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS01D785DBA	0.021	0.035	0.034	0.092	0.089	0.139	0.102	0.0	0.044	0.051	0.091	0.024	0.033	0.032	0.11	0.0	0.047	0.022	0.463	0.269	0.03	0.377	0.077	0.882	2.223	0.054	0.094	0.094	0.066	0.064	0.186	0.135	0.018	0.031	0.028	0.051	0.719	0.089	0.064	1.385
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0883B7EE4	0.004	0.002	0.169	0.334	0.01	0.024	0.04	0.0	0.045	0.01	0.006	0.002	0.007	0.006	0.02	0.021	0.013	0.0	0.007	0.039	0.009	0.009	0.0	0.0	0.012	0.004	0.01	0.005	0.007	0.002	0.014	0.011	0.001	0.001	0.006	0.351	0.352	0.348	0.061	0.02
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06A0B20BD	0.021	0.035	0.034	0.092	0.089	0.139	0.102	0.0	0.044	0.051	0.091	0.024	0.033	0.032	0.11	0.0	0.047	0.022	0.463	0.269	0.03	0.377	0.077	0.882	2.223	0.054	0.094	0.094	0.066	0.064	0.186	0.135	0.018	0.031	0.028	0.051	0.719	0.089	0.064	1.385
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D1AE5C79	0.004	0.002	0.169	0.334	0.01	0.024	0.04	0.0	0.045	0.01	0.006	0.002	0.007	0.006	0.02	0.021	0.013	0.0	0.007	0.039	0.009	0.009	0.0	0.0	0.012	0.004	0.01	0.005	0.007	0.002	0.014	0.011	0.001	0.001	0.006	0.351	0.352	0.348	0.061	0.02
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0E63AB61E	0.0	0.0	0.001	0.001	0.001	0.002	0.003	0.0	0.0	0.001	0.005	0.0	0.0	0.001	0.001	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.019	0.001	0.0	0.001	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.063	0.003	0.002	0.001	0.002
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0EBFE1854	0.084	0.08	5.655	4.233	1.021	1.026	0.898	5.261	0.122	0.197	0.199	0.093	0.146	0.072	0.241	0.053	0.406	0.056	0.97	3.546	1.26	0.495	0.184	0.804	1.473	0.123	0.2	0.206	0.224	0.155	0.234	0.278	0.038	0.082	0.111	1.388	0.171	0.212	3.702	0.289
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS05B4EB419	0.016	0.007	0.162	0.104	0.017	0.014	0.022	0.0	0.003	0.012	0.017	0.01	0.009	0.015	0.025	0.012	0.012	0.003	0.004	0.056	0.003	0.004	0.005	0.0	0.012	0.014	0.007	0.012	0.014	0.005	0.008	0.008	0.003	0.006	0.003	0.0	0.015	0.01	0.044	0.003
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0659DBE72	0.076	0.04	0.474	0.207	0.03	0.044	0.036	0.0	0.063	0.061	0.031	0.033	0.036	0.049	0.044	0.023	0.017	0.03	0.042	0.145	0.033	0.041	0.026	0.004	0.028	0.038	0.031	0.029	0.024	0.031	0.046	0.04	0.033	0.039	0.039	0.035	0.091	0.042	0.114	0.005
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0FC01B947	0.074	0.079	0.175	0.433	0.662	6.697	0.589	1.151	0.327	0.204	0.893	0.107	0.173	0.083	0.436	0.067	0.302	0.061	1.911	0.602	0.138	1.649	0.308	1.191	1.575	0.198	0.425	3.567	1.657	0.504	1.098	1.708	0.831	0.085	0.081	0.532	2.426	1.955	0.283	0.821
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS087E0E3FB	0.016	0.007	0.039	0.095	1.716	0.366	1.012	0.23	0.234	0.021	0.04	0.022	0.017	0.018	0.254	0.011	0.03	0.004	0.032	0.051	0.041	0.026	0.037	0.073	0.035	0.023	0.033	0.02	0.022	0.028	0.156	0.303	0.163	0.015	0.031	0.036	0.413	0.039	0.048	0.076
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0907A7598	0.021	0.035	0.034	0.092	0.089	0.139	0.102	0.0	0.044	0.051	0.091	0.024	0.033	0.032	0.11	0.0	0.047	0.022	0.463	0.269	0.03	0.377	0.077	0.882	2.223	0.054	0.094	0.094	0.066	0.064	0.186	0.135	0.018	0.031	0.028	0.051	0.719	0.089	0.064	1.385
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS07A9A501C	0.004	0.002	0.169	0.334	0.01	0.024	0.04	0.0	0.045	0.01	0.006	0.002	0.007	0.006	0.02	0.021	0.013	0.0	0.007	0.039	0.009	0.009	0.0	0.0	0.012	0.004	0.01	0.005	0.007	0.002	0.014	0.011	0.001	0.001	0.006	0.351	0.352	0.348	0.061	0.02
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS07BA4A3B7	0.021	0.035	0.034	0.092	0.089	0.139	0.102	0.0	0.044	0.051	0.091	0.024	0.033	0.032	0.11	0.0	0.047	0.022	0.463	0.269	0.03	0.377	0.077	0.882	2.223	0.054	0.094	0.094	0.066	0.064	0.186	0.135	0.018	0.031	0.028	0.051	0.719	0.089	0.064	1.385
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D99CC068	0.004	0.002	0.169	0.334	0.01	0.024	0.04	0.0	0.045	0.01	0.006	0.002	0.007	0.006	0.02	0.021	0.013	0.0	0.007	0.039	0.009	0.009	0.0	0.0	0.012	0.004	0.01	0.005	0.007	0.002	0.014	0.011	0.001	0.001	0.006	0.351	0.352	0.348	0.061	0.02
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS00D9A0644	0.021	0.035	0.034	0.092	0.089	0.139	0.102	0.0	0.044	0.051	0.091	0.024	0.033	0.032	0.11	0.0	0.047	0.022	0.463	0.269	0.03	0.377	0.077	0.882	2.223	0.054	0.094	0.094	0.066	0.064	0.186	0.135	0.018	0.031	0.028	0.051	0.719	0.089	0.064	1.385
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS02E314589	0.021	0.035	0.034	0.092	0.089	0.139	0.102	0.0	0.044	0.051	0.091	0.024	0.033	0.032	0.11	0.0	0.047	0.022	0.463	0.269	0.03	0.377	0.077	0.882	2.223	0.054	0.094	0.094	0.066	0.064	0.186	0.135	0.018	0.031	0.028	0.051	0.719	0.089	0.064	1.385
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS02C29C238	0.004	0.002	0.169	0.334	0.01	0.024	0.04	0.0	0.045	0.01	0.006	0.002	0.007	0.006	0.02	0.021	0.013	0.0	0.007	0.039	0.009	0.009	0.0	0.0	0.012	0.004	0.01	0.005	0.007	0.002	0.014	0.011	0.001	0.001	0.006	0.351	0.352	0.348	0.061	0.02
CD96	P40200	False	TACT_HUMAN		CPI-SS03F821467	0.271	0.082	0.035	0.091	0.163	0.218	0.161	0.158	0.329	0.083	4.055	0.038	0.077	1.951	0.101	0.107	0.649	2.019	0.084	0.101	0.322	0.074	0.269	0.214	0.125	0.109	0.205	4.681	4.656	4.513	0.504	0.083	0.015	1.552	1.566	0.375	0.046	0.085	0.061	0.244
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0CC898553	0.021	0.035	0.034	0.092	0.089	0.139	0.102	0.0	0.044	0.051	0.091	0.024	0.033	0.032	0.11	0.0	0.047	0.022	0.463	0.269	0.03	0.377	0.077	0.882	2.223	0.054	0.094	0.094	0.066	0.064	0.186	0.135	0.018	0.031	0.028	0.051	0.719	0.089	0.064	1.385
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0EE9E214A	0.021	0.035	0.034	0.092	0.089	0.139	0.102	0.0	0.044	0.051	0.091	0.024	0.033	0.032	0.11	0.0	0.047	0.022	0.463	0.269	0.03	0.377	0.077	0.882	2.223	0.054	0.094	0.094	0.066	0.064	0.186	0.135	0.018	0.031	0.028	0.051	0.719	0.089	0.064	1.385
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS098F416C1	0.021	0.035	0.034	0.092	0.089	0.139	0.102	0.0	0.044	0.051	0.091	0.024	0.033	0.032	0.11	0.0	0.047	0.022	0.463	0.269	0.03	0.377	0.077	0.882	2.223	0.054	0.094	0.094	0.066	0.064	0.186	0.135	0.018	0.031	0.028	0.051	0.719	0.089	0.064	1.385
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0BE5B4FCD	0.004	0.002	0.169	0.334	0.01	0.024	0.04	0.0	0.045	0.01	0.006	0.002	0.007	0.006	0.02	0.021	0.013	0.0	0.007	0.039	0.009	0.009	0.0	0.0	0.012	0.004	0.01	0.005	0.007	0.002	0.014	0.011	0.001	0.001	0.006	0.351	0.352	0.348	0.061	0.02
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS01DCC7684	0.0	0.0	0.001	0.001	0.001	0.002	0.003	0.0	0.0	0.001	0.005	0.0	0.0	0.001	0.001	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.019	0.001	0.0	0.001	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.063	0.003	0.002	0.001	0.002
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS03E450F99	0.084	0.08	5.655	4.233	1.021	1.026	0.898	5.261	0.122	0.197	0.199	0.093	0.146	0.072	0.241	0.053	0.406	0.056	0.97	3.546	1.26	0.495	0.184	0.804	1.473	0.123	0.2	0.206	0.224	0.155	0.234	0.278	0.038	0.082	0.111	1.388	0.171	0.212	3.702	0.289
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS0D5DBB634	0.016	0.007	0.162	0.104	0.017	0.014	0.022	0.0	0.003	0.012	0.017	0.01	0.009	0.015	0.025	0.012	0.012	0.003	0.004	0.056	0.003	0.004	0.005	0.0	0.012	0.014	0.007	0.012	0.014	0.005	0.008	0.008	0.003	0.006	0.003	0.0	0.015	0.01	0.044	0.003
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0F81DBF22	0.076	0.04	0.474	0.207	0.03	0.044	0.036	0.0	0.063	0.061	0.031	0.033	0.036	0.049	0.044	0.023	0.017	0.03	0.042	0.145	0.033	0.041	0.026	0.004	0.028	0.038	0.031	0.029	0.024	0.031	0.046	0.04	0.033	0.039	0.039	0.035	0.091	0.042	0.114	0.005
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS028688B7B	0.074	0.079	0.175	0.433	0.662	6.697	0.589	1.151	0.327	0.204	0.893	0.107	0.173	0.083	0.436	0.067	0.302	0.061	1.911	0.602	0.138	1.649	0.308	1.191	1.575	0.198	0.425	3.567	1.657	0.504	1.098	1.708	0.831	0.085	0.081	0.532	2.426	1.955	0.283	0.821
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0D4F593F1	0.098	0.028	0.014	0.052	0.225	0.228	0.446	0.0	0.041	0.055	0.082	0.033	0.064	0.073	0.378	0.028	0.196	0.106	0.084	0.049	0.048	0.079	0.16	0.361	0.149	0.078	0.102	0.057	0.044	0.056	0.381	1.942	1.947	0.086	0.088	0.049	0.034	0.433	0.073	0.363
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0B34CBA4B	0.0	0.0	0.001	0.001	0.001	0.002	0.003	0.0	0.0	0.001	0.005	0.0	0.0	0.001	0.001	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.019	0.001	0.0	0.001	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.063	0.003	0.002	0.001	0.002
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0FF49C823	0.084	0.08	5.655	4.233	1.021	1.026	0.898	5.261	0.122	0.197	0.199	0.093	0.146	0.072	0.241	0.053	0.406	0.056	0.97	3.546	1.26	0.495	0.184	0.804	1.473	0.123	0.2	0.206	0.224	0.155	0.234	0.278	0.038	0.082	0.111	1.388	0.171	0.212	3.702	0.289
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS08A54963F	0.0	0.0	0.001	0.001	0.001	0.002	0.003	0.0	0.0	0.001	0.005	0.0	0.0	0.001	0.001	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.019	0.001	0.0	0.001	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.063	0.003	0.002	0.001	0.002
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS046F6F0C1	0.084	0.08	5.655	4.233	1.021	1.026	0.898	5.261	0.122	0.197	0.199	0.093	0.146	0.072	0.241	0.053	0.406	0.056	0.97	3.546	1.26	0.495	0.184	0.804	1.473	0.123	0.2	0.206	0.224	0.155	0.234	0.278	0.038	0.082	0.111	1.388	0.171	0.212	3.702	0.289
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0C875BA24	0.0	0.0	0.001	0.001	0.001	0.002	0.003	0.0	0.0	0.001	0.005	0.0	0.0	0.001	0.001	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.019	0.001	0.0	0.001	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.063	0.003	0.002	0.001	0.002
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS09CA492BA	0.084	0.08	5.655	4.233	1.021	1.026	0.898	5.261	0.122	0.197	0.199	0.093	0.146	0.072	0.241	0.053	0.406	0.056	0.97	3.546	1.26	0.495	0.184	0.804	1.473	0.123	0.2	0.206	0.224	0.155	0.234	0.278	0.038	0.082	0.111	1.388	0.171	0.212	3.702	0.289
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0830C7910	0.0	0.0	0.001	0.001	0.001	0.002	0.003	0.0	0.0	0.001	0.005	0.0	0.0	0.001	0.001	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.019	0.001	0.0	0.001	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.063	0.003	0.002	0.001	0.002
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS037E6BEDF	0.084	0.08	5.655	4.233	1.021	1.026	0.898	5.261	0.122	0.197	0.199	0.093	0.146	0.072	0.241	0.053	0.406	0.056	0.97	3.546	1.26	0.495	0.184	0.804	1.473	0.123	0.2	0.206	0.224	0.155	0.234	0.278	0.038	0.082	0.111	1.388	0.171	0.212	3.702	0.289
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0D81D9F5E	0.0	0.0	0.001	0.001	0.001	0.002	0.003	0.0	0.0	0.001	0.005	0.0	0.0	0.001	0.001	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.019	0.001	0.0	0.001	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.063	0.003	0.002	0.001	0.002
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0762B455F	0.084	0.08	5.655	4.233	1.021	1.026	0.898	5.261	0.122	0.197	0.199	0.093	0.146	0.072	0.241	0.053	0.406	0.056	0.97	3.546	1.26	0.495	0.184	0.804	1.473	0.123	0.2	0.206	0.224	0.155	0.234	0.278	0.038	0.082	0.111	1.388	0.171	0.212	3.702	0.289
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS079EF5D9C	0.016	0.007	0.162	0.104	0.017	0.014	0.022	0.0	0.003	0.012	0.017	0.01	0.009	0.015	0.025	0.012	0.012	0.003	0.004	0.056	0.003	0.004	0.005	0.0	0.012	0.014	0.007	0.012	0.014	0.005	0.008	0.008	0.003	0.006	0.003	0.0	0.015	0.01	0.044	0.003
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0008137B6	0.076	0.04	0.474	0.207	0.03	0.044	0.036	0.0	0.063	0.061	0.031	0.033	0.036	0.049	0.044	0.023	0.017	0.03	0.042	0.145	0.033	0.041	0.026	0.004	0.028	0.038	0.031	0.029	0.024	0.031	0.046	0.04	0.033	0.039	0.039	0.035	0.091	0.042	0.114	0.005
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS09E3F5044	0.074	0.079	0.175	0.433	0.662	6.697	0.589	1.151	0.327	0.204	0.893	0.107	0.173	0.083	0.436	0.067	0.302	0.061	1.911	0.602	0.138	1.649	0.308	1.191	1.575	0.198	0.425	3.567	1.657	0.504	1.098	1.708	0.831	0.085	0.081	0.532	2.426	1.955	0.283	0.821
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS08D0F9109	0.016	0.007	0.039	0.095	1.716	0.366	1.012	0.23	0.234	0.021	0.04	0.022	0.017	0.018	0.254	0.011	0.03	0.004	0.032	0.051	0.041	0.026	0.037	0.073	0.035	0.023	0.033	0.02	0.022	0.028	0.156	0.303	0.163	0.015	0.031	0.036	0.413	0.039	0.048	0.076
EPO	P01588	False	EPO_HUMAN		CPI-SS0A0DE9CD6	0.0	0.0	0.108	0.028	0.0	0.005	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.004	0.0	0.005	0.0	0.018	0.025	0.008	0.01	0.004	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.005	0.001	0.0	0.0	0.0	0.0	0.002	0.003	0.002	0.008
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS0BFD8E056	0.016	0.007	0.039	0.095	1.716	0.366	1.012	0.23	0.234	0.021	0.04	0.022	0.017	0.018	0.254	0.011	0.03	0.004	0.032	0.051	0.041	0.026	0.037	0.073	0.035	0.023	0.033	0.02	0.022	0.028	0.156	0.303	0.163	0.015	0.031	0.036	0.413	0.039	0.048	0.076
LILRB3	O75022	False	LIRB3_HUMAN		CPI-SS08BAE5E4C	0.038	0.813	0.03	0.039	0.016	0.011	0.023	0.0	0.029	0.362	0.055	0.894	1.126	0.063	0.015	0.086	0.007	0.031	0.011	0.013	0.007	0.014	0.088	0.0	0.03	0.787	0.528	0.033	0.033	0.027	0.031	0.017	0.018	0.048	0.026	0.017	0.013	0.003	0.013	0.022
FCER1A	P12319	False	FCERA_HUMAN		CPI-SS0F64CED12	0.004	6.418	0.0	0.0	0.006	0.002	0.088	0.0	1.432	0.005	0.007	0.023	0.138	0.048	0.0	1.852	0.0	0.046	0.0	0.0	0.0	0.0	0.184	0.0	0.002	0.128	0.028	0.004	0.011	0.003	0.065	0.004	0.001	0.091	0.024	0.0	0.001	0.0	0.002	0.004
FCERA	P12319	False	FCERA_HUMAN		CPI-SS0F64CED12	0.004	6.418	0.0	0.0	0.006	0.002	0.088	0.0	1.432	0.005	0.007	0.023	0.138	0.048	0.0	1.852	0.0	0.046	0.0	0.0	0.0	0.0	0.184	0.0	0.002	0.128	0.028	0.004	0.011	0.003	0.065	0.004	0.001	0.091	0.024	0.0	0.001	0.0	0.002	0.004
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS082ABF1EA	0.016	0.007	0.039	0.095	1.716	0.366	1.012	0.23	0.234	0.021	0.04	0.022	0.017	0.018	0.254	0.011	0.03	0.004	0.032	0.051	0.041	0.026	0.037	0.073	0.035	0.023	0.033	0.02	0.022	0.028	0.156	0.303	0.163	0.015	0.031	0.036	0.413	0.039	0.048	0.076
IL7R	P16871	False	IL7RA_HUMAN		CPI-SS0B4FDA6F3	0.21	0.13	0.001	0.005	0.021	0.023	0.022	0.0	0.11	0.031	2.062	0.184	0.073	1.43	0.012	0.292	0.003	8.117	0.003	0.002	0.007	0.001	0.65	0.0	0.017	0.153	0.06	0.026	0.101	0.111	0.039	0.012	0.003	4.514	2.634	0.0	0.003	0.005	0.005	0.012
LILRB5	O75023	False	LIRB5_HUMAN		CPI-SS0C427296E	0.063	0.088	0.007	0.008	0.044	0.028	0.035	0.0	0.008	1.175	0.045	0.177	0.162	0.021	0.026	0.094	0.022	0.007	0.017	0.017	0.012	0.017	0.048	0.025	0.028	0.588	1.605	0.037	0.041	0.032	0.053	0.014	0.002	0.026	0.039	0.012	0.018	0.015	0.021	0.037
